id,image_id,caption_text
348,"1088767354_2acee738cf.jpg,A",woman wearing a red costume looks at two other people standing on a street .
349,"1088767354_2acee738cf.jpg,A",young woman in a red sequined costume and feather stands on the sidewalk .
350,"1088767354_2acee738cf.jpg,The",girl in the salmon colored bikini is standing next to two young people ; one is wearing a black outfit and the other is drinking pop .
351,"1088767354_2acee738cf.jpg,Two",young people are approached by a flamboyant young woman dressed in a red bikini and a red feathered headress .
352,"108898978_7713be88fc.jpg,Skiiers",walking up the hill through a forest .
353,"108898978_7713be88fc.jpg,Two",men are skiing in the snow in a wooded area .
354,"108898978_7713be88fc.jpg,Two",people wearing yellow jackets cross-country skiing .
355,"108898978_7713be88fc.jpg,Two",skiers are making their way through woodland .
356,"108898978_7713be88fc.jpg,Two",skiers are sliding down a trail in the woods .
357,"108899015_bf36131a57.jpg,A",lone skier is making their way up a mountain .
358,"108899015_bf36131a57.jpg,Skiiers",at the top of a snow covered hill .
359,"108899015_bf36131a57.jpg,Two",hikers climbing a snowy hill .
360,"108899015_bf36131a57.jpg,Two",people are on a snow-covered mountain .
361,"108899015_bf36131a57.jpg,Two",people climbing up a snowy mountain .
362,"1089181217_ee1167f7af.jpg,a",brown dog running down a paved pathway
363,"1089181217_ee1167f7af.jpg,A",brown dog running next to grass .
364,"1089181217_ee1167f7af.jpg,A",dog is running down a road .
365,"1089181217_ee1167f7af.jpg,A",light brown dog runs down a path happily .
366,"1089181217_ee1167f7af.jpg,Energetic",brown dog running
367,"1089755335_0bfbfd30e6.jpg,A",mother and children is fishing on a boardwalk at night .
368,"1089755335_0bfbfd30e6.jpg,A",woman and three children stand on a deck with a fishing pole .
369,"1089755335_0bfbfd30e6.jpg,A",woman stands with children on a boardwalk at night overlooking the sea .
370,"1089755335_0bfbfd30e6.jpg,Some",people on a pier at night with one girl fishing off it .
371,"1089755335_0bfbfd30e6.jpg,Woman",with three children fishing over boardwalk in the evening .
372,"109202756_b97fcdc62c.jpg,A",woman dressed in a blue jacket and blue jeans rides a brown horse near a frozen lake and snow-covered mountain .
373,"109202756_b97fcdc62c.jpg,A",woman in a blue jacket rides a brown pony near water .
374,"109202756_b97fcdc62c.jpg,A",woman rides a horse near a frozen lake in the wintertime .
375,"109202756_b97fcdc62c.jpg,A",young blond woman sitting atop a brown draft horse in the snowy mountains .
376,"109202756_b97fcdc62c.jpg,Woman",n blue jacket sits on daft horse near a frozen lake .
377,"109202801_c6381eef15.jpg,Two",draft horses pull a cart through the snow .
378,"109202801_c6381eef15.jpg,Two",golden brown horses pull a sleigh driven by a woman in a blue coat .
379,"109202801_c6381eef15.jpg,Two",horses are pulling a woman in a cart .
380,"109202801_c6381eef15.jpg,Two",horses pull a carriage driven by a woman over snow covered ground .
381,"109202801_c6381eef15.jpg,Two",horses pulling a sled steered by a smiling blond woman .
382,"109260216_85b0be5378.jpg,A",person climbing down a sheer rock cliff using a rope
383,"109260216_85b0be5378.jpg,""A","person climbs a tall , flat mountain while holding onto a safety rope ."""
384,"109260216_85b0be5378.jpg,A",person is climbing a rock while holding onto a white rope .
385,"109260216_85b0be5378.jpg,A",person rappels down a steep incline .
386,"109260216_85b0be5378.jpg,A",person wearing a red vest climbs up a steep rock .
387,"109260218_fca831f933.jpg,People",stand inside a rock dome .
388,"109260218_fca831f933.jpg,Shaft",of light in a cave shows three spelunkers
389,"109260218_fca831f933.jpg,Spelunkers",pose inside a rock cavern while bathed in sunlight from the surface .
390,"109260218_fca831f933.jpg,three",people sit in a cave .
391,"109260218_fca831f933.jpg,Three",rock climbers are posing on big rocks .
392,"1093716555_801aacef79.jpg,a",group of backpackers lay on the dry ground .
393,"1093716555_801aacef79.jpg,A",group of hikers are resting on the ground in front of some mountains .
394,"1093716555_801aacef79.jpg,People",camp with the mountains in the background .
395,"1093716555_801aacef79.jpg,Several",hikers rest with their gear in front of a mountain .
396,"1093716555_801aacef79.jpg,The",group of hikers is resting in front of a mountain .
397,"1093737381_b313cd49ff.jpg,A",woman in a blue dress stands with a chalk portrait of two children playing by a stream .
398,"1093737381_b313cd49ff.jpg,A",woman standing in front of a chalk drawing
399,"1093737381_b313cd49ff.jpg,A",woman stands next to a chalk drawing in front of a barn-like structure .
400,"1093737381_b313cd49ff.jpg,A",woman stands outside near an elaborate chalk illustration .
401,"1093737381_b313cd49ff.jpg,A",woman wearing a blue dress is drawing a picture of a boy and a girl on the sidewalk with sidewalk chalk .
402,"1094462889_f9966dafa6.jpg,A",brown dog plays in a deep pile of snow .
403,"1094462889_f9966dafa6.jpg,A",dog looking at the camera in snow .
404,"1094462889_f9966dafa6.jpg,a",dog runs through the snow .
405,"1094462889_f9966dafa6.jpg,A",tan dog stand in the snow and looks up .
406,"1094462889_f9966dafa6.jpg,The",brown dog is out in the snow .
407,"1095476286_87d4f8664e.jpg,A",boy jumping in a fountain .
408,"1095476286_87d4f8664e.jpg,a",boy plays in the fountains .
409,"1095476286_87d4f8664e.jpg,A",child plays in a fountain .
410,"1095476286_87d4f8664e.jpg,A",little boy playing in the water .
411,"1095476286_87d4f8664e.jpg,A",young boy is jumping through water being sprayed up from the ground .
412,"1095580424_76f0aa8a3e.jpg,A",Corgi runs out of a tunnel .
413,"1095580424_76f0aa8a3e.jpg,A",dog runs out of a tunnel on a course .
414,"1095580424_76f0aa8a3e.jpg,Dog",running out of tunnel on obstacle course
415,"1095580424_76f0aa8a3e.jpg,The",dog is running out of the tunnel on a dog obedience course .
416,"1095580424_76f0aa8a3e.jpg,The",small brown and white dog is running out of a small tunnel .
417,"1095590286_c654f7e5a9.jpg,A",blond dog and a black and white dog run in a dirt field .
418,"1095590286_c654f7e5a9.jpg,a",dog chases another dog .
419,"1095590286_c654f7e5a9.jpg,A",yellow dog and a black and white dog are running in the dirt .
420,"1095590286_c654f7e5a9.jpg,Two",dogs are running in a field .
421,"1095590286_c654f7e5a9.jpg,two",dogs running around
422,"1095980313_3c94799968.jpg,A",little girl in a blue swimsuit is walking along a wooden fence next to a sandy beach .
423,"1095980313_3c94799968.jpg,A",little girl with arms outstretched is posing at the beach .
424,"1095980313_3c94799968.jpg,A",young girl walks on a railing in front of the beach .
425,"1095980313_3c94799968.jpg,Little",girl in blue swimsuit standing on a handrail near a beach .
426,"1095980313_3c94799968.jpg,The",little girl in the blue bathing suit is posing at the beach .
427,"1096097967_ac305887b4.jpg,A",black and white dog drinking water from a water spray .
428,"1096097967_ac305887b4.jpg,A",black and white dog is being soaked with a jet of water in a blue paddling pool .
429,"1096097967_ac305887b4.jpg,A",dog sticking its face into the shower from a garden hose .
430,"1096097967_ac305887b4.jpg,A",small white dog gets sprayed by water
431,"1096097967_ac305887b4.jpg,A",white and black dog is jumping into a pool .
432,"1096165011_cc5eb16aa6.jpg,a",boy smiles underwater .
433,"1096165011_cc5eb16aa6.jpg,A",red-headed boy swimming underwater .
434,"1096165011_cc5eb16aa6.jpg,A",small boy swimming underwater
435,"1096165011_cc5eb16aa6.jpg,A",smiling boy swims underwater in a pool .
436,"1096165011_cc5eb16aa6.jpg,The",boys smiles underwater at the pool .
437,"1096395242_fc69f0ae5a.jpg,A",boy with a toy gun .
438,"1096395242_fc69f0ae5a.jpg,A",little boy in orange shorts playing with a toy .
439,"1096395242_fc69f0ae5a.jpg,A",young boy with his foot outstretched aims a toy at the camera in front of a fireplace .
440,"1096395242_fc69f0ae5a.jpg,A",young child plays with his new light-up toy .
441,"1096395242_fc69f0ae5a.jpg,Boy",with toy gun pointed at the camera .
442,"109671650_f7bbc297fa.jpg,A",boy in yellow shorts is standing on top of a cliff .
443,"109671650_f7bbc297fa.jpg,A",boy wearing blue and yellow walking on a cliff edge .
444,"109671650_f7bbc297fa.jpg,A",little boy standing high in the air on a rock .
445,"109671650_f7bbc297fa.jpg,A",young child is standing alone on some jagged rocks .
446,"109671650_f7bbc297fa.jpg,Child",stands near edge of cliff .
447,"109738763_90541ef30d.jpg,A",person on a snowmobile in mid jump .
448,"109738763_90541ef30d.jpg,A",snowmobiler flies through the air .
449,"109738763_90541ef30d.jpg,A",snowmobile rider flies through the air on his or her machine in front of tall pine trees .
450,"109738763_90541ef30d.jpg,Rider",jumps snowmobile high in rural area .
451,"109738763_90541ef30d.jpg,The",man is up in the air .
452,"109738916_236dc456ac.jpg,People",are riding around on snowmobiles .
453,"109738916_236dc456ac.jpg,People",pose with helmets and goggles on while riding snowmobiles .
454,"109738916_236dc456ac.jpg,Several",people are taking a break while on a snowmobiling ride .
455,"109738916_236dc456ac.jpg,Three",people and two snowmobiles .
456,"109738916_236dc456ac.jpg,Two",helmeted men sit on yellow snowmobiles while another man stands behind watching .
457,"109823394_83fcb735e1.jpg,Three",people drive ATVs .
458,"109823394_83fcb735e1.jpg,Three",people on ATVs in a brown field turn their heads to look at the camera .
459,"109823394_83fcb735e1.jpg,Three",people on ATV 's outside .
460,"109823394_83fcb735e1.jpg,three",people on four wheel ATV 's in a field .
461,"109823394_83fcb735e1.jpg,Three",people ride their four wheelers through the field .
462,"109823395_6fb423a90f.jpg,A",four wheeler jumping in an empty field .
463,"109823395_6fb423a90f.jpg,A",man on a four wheeler is flying through the air .
464,"109823395_6fb423a90f.jpg,A",person is riding an orange ATV in a large empty field .
465,"109823395_6fb423a90f.jpg,Man",jumping with all terrain vehicle
466,"109823395_6fb423a90f.jpg,Man",on an ATV catching air !
467,"109823397_e35154645f.jpg,A",man jumps gin the air while riding an ATV
468,"109823397_e35154645f.jpg,A",man on a four-wheeler jumps near a small building .
469,"109823397_e35154645f.jpg,An",ATV is airborne over a field in front of a white structure .
470,"109823397_e35154645f.jpg,A",person dressed in a tan jacket jumps a quad over a harvested cornfield in front of a small out building .
471,"109823397_e35154645f.jpg,Man",on four wheeler in the air .
472,"1100214449_d10861e633.jpg,A",boy in s striped shirt is jumping in front of a water fountain .
473,"1100214449_d10861e633.jpg,A",boy is jumping off the side of a running stone water fountain in front of a building .
474,"1100214449_d10861e633.jpg,A",happy boy is jumping in front OD city fountain .
475,"1100214449_d10861e633.jpg,A",little boy is jumping in front of a fountain .
476,"1100214449_d10861e633.jpg,A",little boy is playfully jumping off the side of a fountain .
477,"1104133405_c04a00707f.jpg,A",boy carrying a soccer ball .
478,"1104133405_c04a00707f.jpg,A",boy walks with a ball tucked under his arm .
479,"1104133405_c04a00707f.jpg,A",boy walks with a soccer ball near a fence .
480,"1104133405_c04a00707f.jpg,A",boy wearing a white t-shirt walks on the grass and carries a soccer ball .
481,"1104133405_c04a00707f.jpg,Small",boy carries a soccer ball on a field .
482,"1105959054_9c3a738096.jpg,A",child painting a picture .
483,"1105959054_9c3a738096.jpg,An",artist paints clouds onto a canvas .
484,"1105959054_9c3a738096.jpg,A",young girl painting a picture .
485,"1105959054_9c3a738096.jpg,A",young girl with braids is painting with water colors on a white paper on the wall .
486,"1105959054_9c3a738096.jpg,The",child paints on a large paper with water colors .
487,"110595925_f3395c8bd6.jpg,A",cyclist is riding a bicycle on a curved road up a hill .
488,"110595925_f3395c8bd6.jpg,A",man in aerodynamic gear riding a bicycle down a road around a sharp curve .
489,"110595925_f3395c8bd6.jpg,A",man on a mountain bike is pedaling up a hill .
490,"110595925_f3395c8bd6.jpg,""Man","bicycle up a road , while cows graze on a hill nearby ."""
491,"110595925_f3395c8bd6.jpg,The",biker is riding around a curve in the road .
492,"1107246521_d16a476380.jpg,a",black dog jumping to catch a rope toy
493,"1107246521_d16a476380.jpg,A",black dog playing fetch with a ball of rope .
494,"1107246521_d16a476380.jpg,A",black dog pounces to get a rope toy .
495,"1107246521_d16a476380.jpg,A",black dog running after his rope toy .
496,"1107246521_d16a476380.jpg,A",large black dog is playing in a grassy yard .
497,"1107471216_4336c9b328.jpg,A",little girl is holding a cine camera in front of her face .
498,"1107471216_4336c9b328.jpg,A",young girl is looking through an old fashioned video camera .
499,"1107471216_4336c9b328.jpg,A",young girl steadies her aim with a camera
500,"1107471216_4336c9b328.jpg,Girl",with rosy cheeks and lips holding black toy gun .
501,"1107471216_4336c9b328.jpg,There",is a kid with a gun .
502,"1110208841_5bb6806afe.jpg,A",black and white Border Collie catches a Frisbee in front of an audience .
503,"1110208841_5bb6806afe.jpg,a",brown and white dog catches a Frisbee in it mouth in front of a group of people .
504,"1110208841_5bb6806afe.jpg,A",brown and white dug jumping up to catch a Frisbee while an audience watches .
505,"1110208841_5bb6806afe.jpg,""A","dog jumps to catch a Frisbee , while many people watch ."""
506,"1110208841_5bb6806afe.jpg,An",agile dog catches a Frisbee while a crowd of onlookers watches closely .
507,"1112212364_0c48235fc2.jpg,A",baby is sitting on and playing with smooth rocks .
508,"1112212364_0c48235fc2.jpg,A",baby is stacking rocks on the beach .
